id,bident1,userdata,language,int1a,int3a,d1,age,age2,recage,recage2,recage3,recage4,recage5,recage6,hispanic,race,racethn,nativity,racethn2,vaxq1,vaxq2,vaxq3,vaxq4,vaxq5,vaxq6,vaxq7,coverage,agecov,covtype,agecovtype,covselfother,covself,covselfot,child,marital,employ,recemploy,selfemploy,rgender,gendervar,lgbt,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,recincome2,ce14,ce17,trp2,cell,hhcell,landline,hhadults,int,loi,devicetype,devicecategory,bssrs_match_code,cstate,cregion,density,complete_date,weight,recincome3,Division,changesex,cdc2013,cdc2013USR,state,USR,USR_NEW
00003763,WEB,SSRS Probability Panel,English, , , ,65, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Employed full-time,Employed,"Yes, self-employed",Woman,Female,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,Yes,Purple, , , ,1, ,138,Android smart phones,Smartphone or equivalent (<7 inch),19004763,Pennsylvania,Northeast,4,20211219,.2518,$100K+,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",PENNSYLVANIA,Suburban,Suburban
00003764,WEB,SSRS Probability Panel,English, , , ,42, ,18-64,30-49,35-44,40-59,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a month,Yes,Purple, , , ,2, ,402,iPhone/iPod,Smartphone or equivalent (<7 inch),19017133,Kentucky,South,2,20211216,3.2947,$50K-$99.9K,East South Central,sex = rgender,Small metro,Rural (CDC=4-6),KENTUCKY,Rural,Urban
00003766,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your employer, , , , ,No,Widowed,Retired,Retired, ,Man,Male,Yes,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,"Basically, every day",Yes,Purple, , , ,1, ,278,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19016540,Florida,South,4,20211217,1.0849,$100K+,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",FLORIDA,Urban,Urban
00003767,WEB,SSRS Probability Panel,English, , , ,72, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your spouse's employer, , , , ,No,Married,Unemployed and currently seeking employment,Unemployed, ,Man,Male,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Conservative,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,2, ,249,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19023359,Florida,South,2,20211216,.8087,$50K-$99.9K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",FLORIDA,Suburban,Suburban
00003770,WEB,SSRS Probability Panel,English, , , ,62, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,1, ,372,Android smart phones,Smartphone or equivalent (<7 inch),19013106,Illinois,North Central,Highest,20211216,.3234,$50K-$99.9K,East North Central,sex = rgender,Large central metro,Urban (CDC=1),ILLINOIS,Urban,Urban
00003773,WEB,SSRS Probability Panel,English, , , ,36, ,18-64,30-49,35-44,18-39,30-44,18-49,Yes,Other or mixed race (please specify),Hispanic,Puerto Rico,"Hispanic, born in US",Very worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,Yes,Living with a partner,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,Not at all,No,Purple, , , ,2, ,350,Android smart phones,Smartphone or equivalent (<7 inch),19023834,Texas,South,Highest,20211216,1.7886,Less than $50K,West South Central,sex = rgender,Large central metro,Urban (CDC=1),TEXAS,Urban,Urban
00003776,WEB,SSRS Probability Panel,English, , , ,30, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,No, , ,Have not recommended this,"No, does not make me more likely",Nothing,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,Yes,Living with a partner,"Or, a homemaker or stay at home parent?",A homemaker or stay at home parent, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,Less than high school (Grades 1-8 or no formal schooling),Less than high school,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,2, ,146,Android smart phones,Smartphone or equivalent (<7 inch),19017189,Georgia,South,2,20211217,3.2947,Less than $50K,South Atlantic,sex = rgender,Small metro,Rural (CDC=4-6),GEORGIA,Rural,Suburban
00003778,WEB,SSRS Probability Panel,English, , , ,33, ,18-64,30-49,25-34,18-39,30-44,18-49,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,Directly from an insurance company, ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,2, ,108,iPhone/iPod,Smartphone or equivalent (<7 inch),19041433,California,West,3,20211217,.5668,$100K+,Pacific,sex = rgender,Large central metro,Urban (CDC=1),REFUSED,Suburban,Urban
00003784,WEB,SSRS Probability Panel,English, , , ,36, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,No, , ,Have recommended this,"No, does not make me more likely",Nothing,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,Once a month,No,Purple, , , ,2, ,217,iPhone/iPod,Smartphone or equivalent (<7 inch),19007588,Nebraska,North Central,Lowest,20211216,2.2497,Less than $50K,West North Central,sex = rgender,Non-core,Rural (CDC=4-6),NEBRASKA,Rural,Rural
00003785,WEB,SSRS Probability Panel,English, , , ,32, ,18-64,30-49,25-34,18-39,30-44,18-49,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Very worried,No, , ,Have recommended this,"Yes, makes me more likely to get vaccinated",WEB BLANK,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Never been married,Unemployed and not seeking employment,Unemployed, ,Woman,Female,Yes,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Conservative,High school incomplete (Grades 9-11 or Grade 12 with no diploma),Less than high school,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,1, ,210,Android smart phones,Smartphone or equivalent (<7 inch),19019311,Florida,South,4,20211217,.9489,Less than $50K,South Atlantic,sex = rgender,Large central metro,Urban (CDC=1),REFUSED,Urban,Urban
00003787,WEB,SSRS Probability Panel,English, , , ,55, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,From healthcare.gov or STATE MARKETPLACE NAME, ,No,Never been married,Unemployed and currently seeking employment,Unemployed, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a month,No,Purple, , , ,2, ,274,Android smart phones,Smartphone or equivalent (<7 inch),19001513,Pennsylvania,Northeast,3,20211217,.9128,Less than $50K,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",PENNSYLVANIA,Suburban,Suburban
00003788,WEB,SSRS Probability Panel,English, , , ,47, ,18-64,30-49,45-54,40-59,45-64,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,No, , ,Have not recommended this,"Yes, makes me more likely to get vaccinated",More deaths/if a family member died,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Divorced,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,Once a month,No,Purple, , , ,1, ,291,Android smart phones,Smartphone or equivalent (<7 inch),19009330,Ohio,North Central,2,20211217,.7192,Less than $50K,East North Central,sex = rgender,Micropolitan,Rural (CDC=4-6),OHIO,Rural,Rural
00003789,WEB,SSRS Probability Panel,English, , , ,24, ,18-64,18-29,18-24,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Living with a partner,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"Less than $20,000",Less than $40K,Less than $40K,Less than once a month,No,Purple, , , ,2, ,345,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19007547,California,West,3,20211216,3.2947,Less than $50K,Pacific,sex = rgender,Medium metro,"Suburban (CDC=2,3)",CALIFORNIA,Suburban,Suburban
00003793,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Divorced,Retired,Retired, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,1, ,240,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19022023,Tennessee,South,2,20211216,.556,$50K-$99.9K,East South Central,sex = rgender,Micropolitan,Rural (CDC=4-6),TENNESSEE,Suburban,Rural
00003798,WEB,SSRS Probability Panel,English, , , ,61, ,18-64,50-64,55-64,60-69,45-64,50+,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Divorced,Unemployed and currently seeking employment,Unemployed, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,1, ,439,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,18030709,Florida,South,3,20211218,.6659,$50K-$99.9K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",FLORIDA,Suburban,Suburban
00003802,WEB,SSRS Probability Panel,English, , , ,39, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed part-time,Employed,"Yes, self-employed",Woman,Female,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,2, ,133,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19037866,California,West,Highest,20211216,.7176,$100K+,Pacific,sex = rgender,Large central metro,Urban (CDC=1),CALIFORNIA,Suburban,Suburban
00003804,WEB,SSRS Probability Panel,English, , , ,37, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,283,iPhone/iPod,Smartphone or equivalent (<7 inch),19016201,Louisiana,South,4,20211216,2.5575,$100K+,West South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",LOUISIANA,Urban,Urban
00003808,WEB,SSRS Probability Panel,English, , , ,59, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,1, ,275,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19015964,Michigan,North Central,4,20211217,.3234,$50K-$99.9K,East North Central,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",MICHIGAN,Suburban,Suburban
00003810,WEB,SSRS Probability Panel,English, , , ,35, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have not recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Living with a partner,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Not at all,No,Purple, , , ,2, ,173,iPhone/iPod,Smartphone or equivalent (<7 inch),19025250,Virginia,South, ,20211220,.7299,$100K+,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",VIRGINIA,Suburban,Suburban
00003812,WEB,SSRS Probability Panel,English, , , ,58, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,No,Married,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Liberal,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,3, ,232,iPhone/iPod,Smartphone or equivalent (<7 inch),19005686,Connecticut,Northeast,4,20211216,1.3498,$50K-$99.9K,New England,sex = rgender,Medium metro,"Suburban (CDC=2,3)",CONNECTICUT,Suburban,Urban
00003819,WEB,SSRS Probability Panel,English, , , ,27, ,18-64,18-29,25-34,18-39,18-29,18-49,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Living with a partner,Employed full-time,Employed,"No, not self-employed",Woman,Female,Yes,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a week,Yes,Purple, , , ,2, ,273,iPhone/iPod,Smartphone or equivalent (<7 inch),19023864,Texas,South,2,20211217,1.8396,Less than $50K,West South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",TEXAS,Suburban,Suburban
00003820,WEB,SSRS Probability Panel,English, , , ,71, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan you purchased yourself, , , , ,No,Married,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a week,Yes,Purple, , , ,2, ,267,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19017991,South Carolina,South,Lowest,20211216,1.1248,$50K-$99.9K,South Atlantic,sex = rgender,Micropolitan,Rural (CDC=4-6),SOUTH CAROLINA,Suburban,Rural
00003821,WEB,SSRS Probability Panel,English, , , ,29, ,18-64,18-29,25-34,18-39,18-29,18-49,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Living with a partner,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$90,000 to less than $100,000",$90K+,$40K+,Not at all,Yes,Purple, , , ,2, ,124,iPhone/iPod,Smartphone or equivalent (<7 inch),19031272,Georgia,South,4,20211219,.1615,$50K-$99.9K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",GEORGIA,Suburban,Suburban
00003822,WEB,SSRS Probability Panel,English, , , ,72, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your spouse's employer, , , , ,No,Married,Retired,Retired, ,Woman,Female,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,191,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19004728,New Jersey,Northeast,4,20211217,.5361,$100K+,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",NEW JERSEY,Suburban,Suburban
00003824,WEB,SSRS Probability Panel,English, , , ,70, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,3, ,238,iPhone/iPod,Smartphone or equivalent (<7 inch),19020059,Florida,South,2,20211218,1.7698,Less than $50K,South Atlantic,sex = rgender,Small metro,Rural (CDC=4-6),FLORIDA,Suburban,Suburban
00003826,WEB,SSRS Probability Panel,English, , , ,33, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,1, ,303,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19008106,Minnesota,North Central,Lowest,20211216,1.6126,$50K-$99.9K,West North Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",MINNESOTA,Urban,Urban
00003829,WEB,SSRS Probability Panel,English, , , ,61, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$100,000 or more",$90K+,$40K+,Less than once a month,Yes,Purple, , , ,2, ,342,Android smart phones,Smartphone or equivalent (<7 inch),19032589,Oregon,West,Lowest,20211216,1.8204,$100K+,Pacific,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",OREGON,Suburban,Suburban
00003830,WEB,SSRS Probability Panel,English, , , ,23, ,18-64,18-29,18-24,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Not sure, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Living with a partner,Employed full-time,Employed,"No, not self-employed",Woman,Female,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,Not at all,No,Purple, , , ,2, ,207,iPhone/iPod,Smartphone or equivalent (<7 inch),19011550,Indiana,North Central,Lowest,20211216,2.409,Less than $50K,East North Central,sex = rgender,Micropolitan,Rural (CDC=4-6),INDIANA,Rural,Rural
00003843,WEB,SSRS Probability Panel,English, , , ,78, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Widowed,Retired,Retired, ,Woman,Female,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,Once a month,No,Purple, , , ,1, ,479,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19036179,Arizona,West,3,20211216,.3931,Less than $50K,Mountain,sex = rgender,Large central metro,Urban (CDC=1),REFUSED,Suburban,Suburban
00003844,WEB,SSRS Probability Panel,English, , , ,65, ,65+,65+,65+,60-69,65+,50+,Yes,Other or mixed race (please specify),Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,2, ,163,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19034728,California,West,Highest,20211217,2.9392,$50K-$99.9K,Pacific,sex = rgender,Large central metro,Urban (CDC=1),CALIFORNIA,Urban,Urban
00003845,WEB,SSRS Probability Panel,English, , , ,69, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Never been married,Retired,Retired, ,Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,1, ,298,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,19010172,Ohio,North Central,3,20211219,.5043,Less than $50K,East North Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",OHIO,Urban,Urban
00003847,WEB,SSRS Probability Panel,English, , , ,63, ,18-64,50-64,55-64,60-69,45-64,50+,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,From healthcare.gov or STATE MARKETPLACE NAME, ,No,Divorced,Retired,Retired, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,High school incomplete (Grades 9-11 or Grade 12 with no diploma),Less than high school,High school or less,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,"Basically, every day",No,Purple, , , ,1, ,397,Android smart phones,Smartphone or equivalent (<7 inch),19020816,Georgia,South,3,20211217,.7034,Less than $50K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",GEORGIA,Suburban,Suburban
